local,state,average_score,lat,lon,fips
 Rockville Centre, NY,3.755773956,40.6643,-73.6383,36059
 Rocky Mount, NC,4.175510204,35.9676,-77.8047,37127
 Rohnert Park, CA,3.70546875,38.348,-122.6964,6097
 Rolla, MO,3.698765432,37.9458,-91.7608,29161
 Rome, GA,3.800318471,34.2662,-85.1862,13115
 Rome, NY,3.59375,34.2662,-85.1862,36065
 Romeoville, IL,3.871814672,41.6317,-88.1,17197
 Roseburg, OR,3.789473684,43.2229,-123.3519,41019
 Rosemount, MN,4.215909091,44.7465,-93.0662,27037
 Roseville, CA,4.3,42.5074,-82.9369,6061
 Roseville, MN,4.2,42.5074,-82.9369,27123
 Roswell, NM,3.715625,34.0391,-84.3513,35005
 Round Rock, TX,3.86,30.5252,-97.6659,48491
 Roxboro, NC,4.013636364,36.3905,-78.9811,37145
 Royal Oak, MI,3.690836653,42.5084,-83.1539,26125
 Russellville, AR,3.885753425,36.8393,-86.895,5115
 Ruston, LA,3.745878694,32.5329,-92.6364,22061
 Rutland, VT,3.753846154,43.6091,-72.9782,50021
 Sacramento, CA,3.841731975,38.5667,-121.4683,6067
 Saginaw, MI,3.707692308,43.4199,-83.9501,26145
 Salem, MA,3.702262443,44.9232,-123.0245,25009
 Salem, MO,4.15,44.9232,-123.0245,29065
 Salem, OH,3.797777778,44.9232,-123.0245,39029
 Salem, OR,3.791655802,44.9232,-123.0245,41047
 Salem, VA,3.84213198,44.9232,-123.0245,51775
 Salem, WV,4.421428571,44.9232,-123.0245,54033
 Salina, KS,3.703174603,38.8137,-97.6143,20169
 Salinas, CA,3.93902439,36.6881,-121.6316,6053
 Salisbury, MD,3.728030303,38.3755,-75.5867,24045
 Salisbury, NC,3.994094488,38.3755,-75.5867,37159
 Salt Lake City, UT,3.743387167,40.7774,-111.9301,49035
 San Angelo, TX,3.820486111,31.4426,-100.4501,48451
 San Antonio, TX,3.81427192,29.4722,-98.5247,48029
 San Bernardino, CA,3.853917663,34.1412,-117.2936,6071
 San Bruno, CA,3.941104294,37.6254,-122.4313,6081
 San Diego, CA,3.736427796,32.8312,-117.1226,6073
 San Dimas, CA,4.213333333,34.1082,-117.809,6037
 San Francisco, CA,3.739575666,37.7562,-122.443,6075
 San Jacinto, CA,3.883029453,33.797,-116.9915,6065
 San Jose, CA,3.755206408,37.3018,-121.8485,6085
 San Leandro, CA,4.633333333,37.7071,-122.1601,6001
 San Luis Obispo, CA,3.761505682,35.2671,-120.6689,6079
 San Marcos, CA,3.828450106,33.1349,-117.1744,6073
 San Marcos, TX,3.750245614,33.1349,-117.1744,48209
 San Mateo, CA,3.742465753,37.5522,-122.3122,6081
 San Pablo, CA,3.894634146,37.9628,-122.3425,6013
 San Rafael, CA,3.618627451,37.9905,-122.5222,6041
 San Ramon, CA,3.721052632,37.7625,-121.9365,6013
 Sandersville, GA,5,32.9827,-82.8093,13303
 Sandusky, OH,5,41.4437,-82.7149,39043
 Sanford, FL,3.743083573,43.4244,-70.7573,12117
 Sanford, NC,3.545454545,43.4244,-70.7573,37105
 Santa Ana, CA,3.88877551,33.7366,-117.8819,6059
 Santa Barbara, CA,3.776989619,34.4285,-119.7202,6083
 Santa Clara, CA,3.711587591,37.1311,-113.656,6085
 Santa Clarita, CA,4.046,34.4155,-118.4992,6037
 Santa Cruz, CA,3.675583333,36.9788,-122.0346,6087
 Santa Fe, NM,3.947297297,29.3891,-95.1005,35049
 Santa Maria, CA,3.903496503,34.9333,-120.4432,6083
 Santa Monica, CA,3.876510523,34.0232,-118.4813,6037
 Santa Paula, CA,3.824137931,34.352,-119.0698,6111
 Santa Rosa, CA,3.839435146,38.4465,-122.706,6097
 Saranac Lake, NY,3.9,44.3246,-74.1315,36033
 Sarasota, FL,3.838325991,27.3391,-82.5439,12115
 Saratoga, CA,3.860136674,37.2682,-122.0264,6085
 Saratoga Springs, NY,3.704860088,40.3447,-111.9154,36091
 Savannah, GA,3.796230954,39.939,-94.8279,13051
 Schaumburg, IL,3.658898305,42.0307,-88.0838,17031
 Schenectady, NY,3.850847458,42.8025,-73.9276,36093
 Schiller Park, IL,3.666666667,41.9586,-87.8693,17031
 Scottsbluff, NE,4.177777778,41.8677,-103.6619,31157
 Scottsdale, AZ,3.881025641,33.6872,-111.865,4013
 Scranton, PA,3.795903614,41.4044,-75.6649,42069
 Sealy, TX,4.4,29.7673,-96.1678,48015
 Searcy, AR,3.813716814,35.2418,-91.7351,5145
 Seaside, CA,3.677225131,45.9889,-123.9214,6053
 Seattle, WA,3.741154562,47.6211,-122.3244,53033
 Sedalia, MO,3.85,38.7043,-93.2349,29159
 Seguin, TX,3.796774194,29.5894,-97.9659,48187
 Selinsgrove, PA,3.677319588,40.8003,-76.8647,42109
 Sellersburg, IN,3.840740741,38.4028,-85.7706,18019
 Selma, AL,3.707692308,32.4166,-87.0336,1047
 Seminole, OK,4.098181818,35.2346,-96.65,40133
 Senatobia, MS,4.117647059,34.6081,-89.9762,28137
 Seward, NE,3.663888889,40.9094,-97.0962,31159
 Sharon, PA,3.921428571,41.2339,-80.4997,42085
 Shawnee, OK,3.812844037,39.0158,-94.8076,40125
 Sheboygan, WI,3.881944444,43.7447,-87.7322,55117
 Shelby, AL,4.32,40.8846,-82.6578,1117
 Shelby, NC,3.386666667,40.8846,-82.6578,37045
 Shepherdstown, WV,3.742450142,39.4318,-77.8048,54037
 Sheridan, WY,4.055555556,45.0955,-123.397,56033
 Sherman, TX,3.87704918,33.6266,-96.6195,48181
 Shippensburg, PA,3.639130435,40.0485,-77.5227,42041
 Shoreline, WA,3.734883721,47.7564,-122.3426,53033
 Show Low, AZ,2,34.2671,-110.0384,4017
 Shreveport, LA,3.816060606,32.4659,-93.7959,22017
 Sierra Vista, AZ,4.077380952,31.563,-110.3153,4003
 Signal Hill, CA,2.333333333,33.8029,-118.1682,6037
 Siloam Springs, AR,3.732786885,36.1837,-94.5318,5007
 Silver City, NM,4.025581395,32.7783,-108.2699,35017
 Simi Valley, CA,3.628571429,34.2663,-118.749,6111
 Sioux Center, IA,3.670689655,43.0747,-96.1709,19167
 Sioux City, IA,3.715740741,42.4959,-96.3901,19193
 Sioux Falls, SD,3.767934783,43.5397,-96.7322,46099
 Sitka, AK,4.45,57.2401,-135.3153,2220
 Skokie, IL,3.755376344,42.0359,-87.74,17031
 Slippery Rock, PA,3.658867925,41.0695,-80.058,42019
 Smithfield, NC,3.664285714,41.8347,-111.8266,37101
 Smyrna, TN,3.81,33.8633,-84.5168,47149
 Snyder, TX,3.606666667,32.7133,-100.9113,48415
 Socorro, NM,3.739344262,31.6385,-106.2601,35053
 Soldotna, AK,4.196969697,60.4862,-151.0672,2122
 Somerset, KY,3.826213592,37.0815,-84.6089,21199
 Somerset, NJ,3.825,37.0815,-84.6089,34035
 Somerset, PA,4.08,37.0815,-84.6089,42111
 Somerville, MA,4.75,42.3908,-71.1013,25017
 Sonora, CA,3.844736842,37.9819,-120.3828,6109
 South Bend, IN,3.834644478,41.6771,-86.2692,18141
 South Charleston, WV,2.35,38.3482,-81.711,54039
 South Euclid, OH,3.558536585,41.5239,-81.5245,39035
 South Haven, MI,3.9875,42.4011,-86.2676,26159
 South Holland, IL,3.854347826,41.5977,-87.6022,17031
 South Jordan, UT,5,40.5571,-111.9782,49035
 South Lake Tahoe, CA,4.333333333,38.9393,-119.9828,6017
 South Miami, FL,3.8125,25.7078,-80.2952,12086
 South Plainfield, NJ,5,40.5748,-74.4153,34023
 South Portland, ME,3.942436975,43.631,-70.2895,23005
 Southampton, NY,3.4,50.9,-1.4,36103
 Southaven, MS,3.785185185,34.9514,-89.9787,28033
 Southfield, MI,3.652123552,42.4765,-83.2605,26125
 Spartanburg, SC,3.767945545,34.9437,-81.9257,45083
 Spearfish, SD,3.813636364,44.4912,-103.8166,46081
 Spokane, WA,3.789724072,47.6671,-117.433,53063
 Springfield, IL,3.771590909,44.0538,-122.9811,17167
 Springfield, MA,3.710169492,44.0538,-122.9811,25013
 Springfield, MO,3.73322926,44.0538,-122.9811,29077
 Springfield, OH,3.784513274,44.0538,-122.9811,39023
 Springfield, OR,4.13,44.0538,-122.9811,41039
 St. Petersburg, FL,3.781028761,59.939,30.316,12103
 Stamford, CT,3.610869565,41.1036,-73.5583,9001
 Starkville, MS,3.709854015,33.4608,-88.8297,28105
 State College, PA,4.445454545,40.7909,-77.8568,42027
 Staten Island, NY,3.739163987,40.5834,-74.1496,36085
 Statesboro, GA,3.711519845,32.4376,-81.775,13031
 Statesville, NC,3.924358974,35.7838,-80.8711,37097
 Staunton, VA,3.735714286,39.0117,-89.7904,51790
 Steamboat Springs, CO,4.046153846,40.4774,-106.8233,8107
 Stephenville, TX,3.625301205,32.2148,-98.2205,48143
 Sterling, CO,4.233333333,41.7997,-89.6952,8075
 Sterling, KS,4.077272727,41.7997,-89.6952,20159
 Steubenville, OH,3.801546392,40.3653,-80.6519,39081
 Stevens Point, WI,3.736259542,44.5241,-89.5508,55097
 Stillwater, OK,3.659703947,45.0573,-92.8313,40119
 Stockton, CA,3.927120419,37.9766,-121.3112,6077
 Storm Lake, IA,3.523188406,42.6431,-95.197,19021
 Strongsville, OH,2.333333333,41.3128,-81.8313,39035
 Stuart, FL,3.533333333,27.1962,-80.2438,12085
 Suffern, NY,3.723428571,41.1138,-74.1421,36087
 Suffolk, VA,5,36.6953,-76.6398,51800
 Sugar Grove, IL,3.659375,41.7758,-88.448,17089
 Sugar Land, TX,3.737068966,29.5965,-95.6293,48157
 Sullivan, MO,4,38.2127,-91.1637,29071
 Summit, MS,3.909090909,41.7877,-87.8145,28113
 Sumter, SC,3.863636364,33.9392,-80.393,45085
 Sunbury, PA,4.1,40.2484,-82.8803,42097
 Sunnyvale, CA,3.88125,37.3835,-122.0257,6085
 Sunset Hills, MO,2.2,38.531,-90.4088,29189
 Superior, WI,3.700819672,39.9346,-105.1586,55031
 Susanville, CA,4.420833333,40.4206,-120.6129,6035
 Swainsboro, GA,3.677272727,32.5866,-82.3345,13107
 Swarthmore, PA,3.930263158,39.9022,-75.3488,42045
 Sweetwater, TX,4.271428571,35.6027,-84.4718,48353
 Sylvania, OH,3.72,41.71,-83.7085,39095
 Syracuse, NY,3.699512195,41.0863,-112.0695,36067
 Tacoma, WA,3.732831325,47.2431,-122.4531,53053
 Taft, CA,3.856923077,35.1267,-119.4242,6029
 Tahlequah, OK,3.756078431,35.9116,-94.9773,40021
 Takoma Park, MD,3.752307692,38.981,-77.0028,24031
 Talladega, AL,3.08,33.4329,-86.0976,1121
 Tallahassee, FL,3.741089728,30.455,-84.2526,12073
 Tampa, FL,3.814787472,27.9937,-82.4454,12057
 Taos, NM,5,36.3868,-105.5802,35055
 Tarboro, NC,4.1125,35.9045,-77.5563,37065
 Tarrytown, NY,4.06,41.0647,-73.8673,36119
 Taylor, MI,3.470322581,42.226,-83.2688,26163
 Temecula, CA,4.225,33.4928,-117.1314,6065
 Tempe, AZ,3.668794495,33.3881,-111.9318,4013
 Temple, TX,3.981967213,31.1076,-97.3894,48027
 Temple Terrace, FL,3.6875,28.0435,-82.3777,12057
 Terre Haute, IN,3.619017764,39.4654,-87.3763,18167
 Terrell, TX,4.068,32.7328,-96.292,48257
 Texarkana, TX,4.002298851,33.4361,-93.996,48037
 Texas City, TX,4.07247191,29.4128,-94.9658,48167
 Thatcher, AZ,4.034,32.832,-109.7595,4009
 The Dalles, OR,3.528571429,45.6047,-121.1815,41065
 Thibodaux, LA,3.787563452,29.7941,-90.8163,22057
 Thief River Falls, MN,3.585714286,48.1112,-96.1771,27113
 Thomasville, AL,3.990909091,30.8394,-83.9782,1025
 Thomasville, GA,3.608333333,30.8394,-83.9782,13275
 Thornton, CO,4.6,39.9205,-104.9443,8001
 Thousand Oaks, CA,3.848659004,34.1914,-118.8755,6111
 Tiffin, OH,3.579166667,41.1165,-83.1805,39147
 Tifton, GA,3.880882353,31.4625,-83.5205,13277
 Tillamook, OR,3.6625,45.4562,-123.8332,41057
 Tinley Park, IL,3.538888889,41.567,-87.8051,17031
 Titusville, FL,3.839240506,41.6273,-79.6699,12009
 Titusville, PA,3.76875,41.6273,-79.6699,42039
 Toledo, OH,3.665087282,41.6639,-83.5822,39095
 Tooele, UT,5,40.5394,-112.3082,49045
 Topeka, KS,3.796013289,39.0346,-95.6956,20177
 Toppenish, WA,3.614285714,46.3807,-120.3124,53077
 Torrance, CA,3.918864293,33.8346,-118.3417,6037
 Torrington, CT,4.023809524,41.8349,-73.1282,9005
 Torrington, WY,4.583333333,41.8349,-73.1282,56015
 Traverse City, MI,3.773770492,44.7547,-85.6035,26055
 Trenton, MO,3.832,42.1395,-83.193,29079
 Trenton, NJ,3.737799043,42.1395,-83.193,34021
 Trinidad, CO,4.5875,37.1748,-104.4907,8071
 Trinity, FL,3.85,35.8756,-80.0093,12101
 Troy, AL,3.777053824,42.5818,-83.1457,1109
 Troy, MI,3.685490196,42.5818,-83.1457,26125
 Troy, NC,4.41,42.5818,-83.1457,37123
 Troy, NY,3.661866667,42.5818,-83.1457,36083
 Truckee, CA,4.333333333,39.3454,-120.1848,6057
 Tucson, AZ,3.724738462,32.1546,-110.8782,4019
 Tukwila, WA,2.1,47.4748,-122.2727,53033
 Tulare, CA,3.66,36.1996,-119.34,6107
 Tullahoma, TN,3.946153846,35.372,-86.2173,47031
 Tulsa, OK,3.785803657,36.1284,-95.9042,40143
 Tupelo, MS,1,34.2691,-88.7318,28081
 Turlock, CA,3.796684119,37.5053,-120.8588,6099
 Tuscaloosa, AL,3.839551478,33.2349,-87.5267,1125
 Tuskegee, AL,3.470454545,32.4396,-85.7139,1087
 Twin Falls, ID,4.041071429,42.5645,-114.4611,16083
 Tyler, TX,3.824700599,32.3184,-95.3065,48423
 Ukiah, CA,4.158208955,39.1462,-123.2104,6045
 Union, MO,3.795,38.9472,-84.6731,29071
 Union, SC,3.964285714,38.9472,-84.6731,45087
 Uniontown, PA,4.05,39.8994,-79.7243,42051
 Universal City, TX,3.792465753,29.5521,-98.3074,48029
 University Heights, OH,3.669896907,41.4948,-81.5348,39035
 University Park, IL,3.852892562,41.446,-87.7154,17031
 Upland, CA,4.20625,34.1178,-117.6603,6071
 Upland, IN,3.673684211,34.1178,-117.6603,18053
 Urbana, IL,4.75,40.1088,-83.7541,17019
 Urbana, OH,3.736363636,40.1088,-83.7541,39021
 Urbandale, IA,3,41.639,-93.7814,19153
 Utica, NY,3.670683453,43.0961,-75.226,36065
 Uvalde, TX,3.926666667,29.2153,-99.7782,48463
 Valdez, AK,2.85,1.2671,-78.9855,2261
 Valdosta, GA,3.833196721,30.8503,-83.2789,13185
 Vallejo, CA,3.626666667,38.1133,-122.2359,6095
 Valley, AL,4.209090909,32.8086,-85.1792,1017
 Valley City, ND,4.092857143,46.9223,-98.0055,38003
 Valparaiso, IN,3.627728614,41.4781,-87.0507,18127
 Vancouver, WA,3.717486339,45.6352,-122.597,53011
 Venice, FL,3.769444444,27.1166,-82.4135,12115
 Vermillion, SD,3.75990566,42.7811,-96.9256,46027
 Vernal, UT,3,40.4517,-109.5379,49047
 Vernon, TX,3.633333333,34.148,-99.3,48487
 Vero Beach, FL,3.569565217,27.6463,-80.393,12061
 Victoria, TX,3.748660714,44.8634,-93.6586,48469
 Victorville, CA,3.853868195,34.5277,-117.3537,6071
 Vidalia, GA,2.655555556,32.2134,-82.4035,13279
 Vienna, WV,4.15625,39.3238,-81.5383,54107
 Vincennes, IN,3.720422535,38.676,-87.5102,18083
 Vineland, NJ,3.975483871,39.4653,-74.9981,34011
 Virginia Beach, VA,3.875429185,36.7335,-76.0435,51810
 Visalia, CA,4.058085809,36.3273,-119.3264,6107
 Waco, GA,4.112903226,31.5597,-97.1883,13143
 Waco, TX,3.794633078,31.5597,-97.1883,48309
 Wake Forest, NC,4.280851064,35.9631,-78.5143,37183
 Walla Walla, WA,3.966666667,46.067,-118.3365,53071
 Walnut, CA,3.951383875,34.0334,-117.8593,6037
 Walnut Creek, CA,5,37.9025,-122.0398,6013
 Walnut Ridge, AR,3.936363636,36.0805,-90.9446,5075
 Waltham, MA,3.643626374,42.3889,-71.2423,25017
 Warner Robins, GA,3.933333333,32.598,-83.6528,13153
 Warren, MI,3.46,42.4934,-83.027,26099
 Warren, OH,4.009677419,42.4934,-83.027,39155
 Warrensburg, MO,3.622644377,38.7617,-93.7283,29101
 Warrenton, VA,4.089473684,46.1685,-123.9302,51061
 Warsaw, IN,4.5,41.2443,-85.8479,18085
 Warsaw, VA,3.85,41.2443,-85.8479,51159
 Warwick, RI,3.87460733,41.7062,-71.4334,44003
 Washington, DC,3.683183527,38.5515,-91.0151,11001
 Washington, NC,3.993333333,38.5515,-91.0151,37013
 Washington, NJ,3.809090909,38.5515,-91.0151,34041
 Washington, PA,3.759027778,38.5515,-91.0151,42125
 Waterbury, CT,4.013752456,41.5583,-73.0361,9009
 Waterloo, IA,3.796666667,42.492,-92.3522,19013
 Watertown, NY,3.986792453,44.9096,-97.1536,36045
 Watertown, SD,4.5,44.9096,-97.1536,46029
 Watertown, WI,3.752941176,44.9096,-97.1536,55055
 Waterville, ME,3.86625,41.5014,-83.7367,23011
 Watsonville, CA,4,36.9205,-121.7706,6087
 Waukegan, IL,4,42.3697,-87.8716,17097
 Waukesha, WI,3.701877934,43.0087,-88.2464,55133
 Wausau, WI,3.910869565,44.9615,-89.6436,55073
 Waverly, IA,3.585,42.7249,-92.4707,19017
 Waxahachie, TX,3.864485981,32.4036,-96.8428,48139
 Waycross, GA,3.755555556,31.2108,-82.358,13299
 Wayne, NE,3.381666667,42.2774,-83.3877,31179
 Waynesburg, PA,3.989285714,39.8983,-80.1855,42059
 Waynesville, MO,1,37.8207,-92.2199,29169
 Weatherford, OK,3.75177665,35.5385,-98.6872,40039
 Weatherford, TX,3.842727273,35.5385,-98.6872,48367
 Weirton, WV,5,40.406,-80.5671,54029
 Wenatchee, WA,3.976,47.4338,-120.3285,53007
 West Bend, WI,3.679310345,43.4184,-88.1822,55131
 West Chester, PA,3.698518519,39.9601,-75.6058,42029
 West Covina, CA,4.72,34.0555,-117.9113,6037
 West Des Moines, IA,3.811764706,41.5527,-93.7805,19153
 West Haven, CT,3.632731377,41.2082,-112.0538,9009
 West Lafayette, IN,3.677187865,40.4432,-86.9239,18157
 West Long Branch, NJ,3.722115385,40.2883,-74.0185,34025
 West Memphis, AR,4.277777778,35.1536,-90.1991,5035
 West Palm Beach, FL,3.817730496,26.7467,-80.1314,12099
 West Plains, MO,3.374074074,36.7378,-91.868,29091
 West Point, GA,3.966666667,33.6064,-88.6571,13285
 West Point, NY,4.268493151,33.6064,-88.6571,36071
 West Sacramento, CA,3.5,38.5556,-121.5504,6113
 Westbury, NY,3.7252,40.7599,-73.5891,36059
 Westerville, OH,3.84057971,40.1241,-82.9209,39049
 Westfield, MA,3.579957356,42.1382,-72.7561,25013
 Westminster, CA,3.642857143,39.5797,-77.0064,6059
 Westminster, CO,3.796,39.5797,-77.0064,8001
 Westminster, MD,3.763968668,39.5797,-77.0064,24013
 Weston, FL,4.007692308,26.1006,-80.4057,12011
 Westville, IN,3.827480916,41.5381,-86.9054,18091
 Wharton, TX,3.835384615,29.3138,-96.1044,48481
 Wheaton, IL,4.074576271,41.8561,-88.1083,17043
 Wheeling, WV,3.83,42.1308,-87.9239,54069
 White Bear Lake, MN,3.746710526,45.0655,-93.0149,27123
 White Plains, NY,3.741322314,41.022,-73.7548,36119
 Whiteville, NC,3.667567568,34.3306,-78.7014,37047
 Whitewater, WI,3.597826087,42.8372,-88.7341,55127
 Whittier, CA,3.916051364,33.9678,-118.0188,6037
 Wichita, KS,3.743093923,37.6897,-97.3442,20173
 Wichita Falls, TX,3.725182482,33.9072,-98.5293,48485
 Wildwood, MO,3.444117647,38.5798,-90.6697,29189
 Williamsburg, KY,3.812,36.7392,-84.1647,21235
 Williamsburg, VA,3.760914286,36.7392,-84.1647,51830
 Williamsport, PA,3.719312602,41.2398,-77.0371,42081
 Williamston, NC,3.74,42.6834,-84.2836,37117
 Williamsville, NY,3.733170732,42.9623,-78.7418,36029
 Williston, ND,4.1,48.1814,-103.6364,38105
 Willmar, MN,3.82,45.1226,-95.0561,27067
 Willoughby Hills, OH,5,41.5873,-81.4333,39085
 Wilmington, DE,3.741025641,39.4387,-83.8184,10003
 Wilmington, NC,3.82875,39.4387,-83.8184,37129
 Wilmington, OH,3.90625,39.4387,-83.8184,39027
 Wilmore, KY,4.034586466,37.8786,-84.6545,21113
 Wilson, NC,3.897674419,40.6844,-75.2407,37195
 Wilsonville, OR,3.7075,45.3107,-122.7706,41005
 Winchester, VA,3.736206897,38.0014,-84.1907,51840
 Winfield, KS,3.638888889,37.274,-96.9499,20035
 Winona, MN,3.644957983,44.0509,-91.6689,27169
 Winona Lake, IN,3.881818182,41.2166,-85.8106,18085
 Winooski, VT,3.85,44.4951,-73.1842,50007
 Winston-Salem, NC,3.875618375,36.1029,-80.261,37067
 Winter Haven, FL,3.858411215,28.0122,-81.7018,12105
 Winter Park, FL,3.906944444,28.5986,-81.3436,12095
 Wisconsin Rapids, WI,4.122222222,44.3928,-89.8265,55141
 Woburn, MA,4.866666667,42.4869,-71.1543,25017
 Woodland, CA,4.074418605,38.6712,-121.75,6113
 Woodridge, IL,3.896428571,41.7369,-88.0408,17043
 Woodward, OK,4.8,36.4246,-99.4059,40153
 Wooster, OH,3.875113122,40.8167,-81.9338,39169
 Worcester, MA,3.685212813,42.2705,-71.8079,25027
 Worthington, MN,3.925,43.6282,-95.5992,27105
 Wyoming, MI,3.571428571,42.8909,-85.7066,26081
 Wyomissing, PA,4.151851852,40.3317,-75.9703,42011
 Wytheville, VA,4.04,36.953,-81.0881,51197
 Yakima, WA,3.744117647,46.5923,-120.5496,53077
 Yankton, SD,4.277777778,42.89,-97.3924,46135
 Yonkers, NY,4.475,40.9466,-73.8674,36119
 York, NE,4.033333333,34.9968,-81.2348,31185
 York, PA,3.710526316,34.9968,-81.2348,42133
 Youngstown, OH,3.736816525,41.0993,-80.6463,39099
 Ypsilanti, MI,3.717678452,42.2437,-83.6205,26161
 Yuba City, CA,4.7,39.1357,-121.6381,6101
 Yucaipa, CA,3.894618834,34.0336,-117.0426,6071
 Yuma, AZ,3.928571429,32.5991,-114.5488,4027
 Zanesville, OH,3.998484848,39.9567,-82.0133,39119
